,PCNR min band,PCNR max band,PCNR
1901-06-03,0.0,12.0,3.2805876856354215
1901-06-04,0.0,14.0,3.4316780899651733
1901-06-05,0.0,0.0,0.0
1901-06-06,0.0,3.4,0.9052655802656957
1901-06-07,0.0,30.4,5.6494295690346235
1901-06-08,0.0,3.6,0.600101106219167
1901-06-09,-0.3,12.4,1.0237013050291388
1901-06-10,0.0,0.8,0.07179799986028038
1901-06-11,0.0,5.4,0.4861911260253134
1901-06-12,0.0,30.4,4.292648397044399
1901-06-13,-0.3,51.5,13.356577997514979
1901-06-14,-0.3,51.5,18.520733990647038
1901-06-15,0.0,10.0,2.0137014553819705
1901-06-16,0.0,0.0,0.0
1901-06-17,0.0,0.0,0.0
1901-06-18,0.0,1.0,0.06548226198413351
1901-06-19,0.0,0.0,0.0
1901-06-20,0.0,0.0,0.0
1901-06-21,0.0,0.0,0.0
1901-06-22,0.0,4.2,0.4900825456270987
1901-06-23,0.0,0.0,0.0
1901-06-24,0.0,0.0,0.0
1901-06-25,0.0,4.0,0.3268024613566765
1901-06-26,0.0,3.2,0.25766818453000206
1901-06-27,0.0,4.0,0.560355442594912
1901-06-28,0.0,32.0,8.457005512750554
1901-06-29,0.0,0.2,0.015747999961975435
1901-06-30,0.0,11.6,1.1406046898112703
1901-07-01,0.0,0.0,0.0
1901-07-02,0.0,0.0,0.0
1901-07-03,-0.3,7.6,1.4747308801751455
1901-07-04,-0.3,24.7,4.847954928926824
1901-07-05,0.0,0.0,0.0
1901-07-06,0.0,17.1,4.0211206685502665
1901-07-07,-0.3,30.7,3.343327035531836
1901-07-08,0.0,13.5,1.2677922126133359
1901-07-09,0.0,12.4,1.6125129605361899
1901-07-10,-0.3,9.4,1.563599280429043
1901-07-11,0.0,7.6,1.7758236307351996
1901-07-12,-0.3,2.2,0.18133773703400355
1901-07-13,0.0,8.5,0.6619421404116048
1901-07-14,0.0,21.5,0.7041289411290805
1901-07-15,-0.3,0.0,-0.019277698246477442
1901-07-16,0.0,2.0,0.30019490184397485
1901-07-17,0.0,2.0,0.2969178746093157
1901-07-18,0.0,12.8,0.9622208292863247
1901-07-19,0.0,6.0,1.8117902004885638
1901-07-20,-0.3,8.1,2.2821040897283895
1901-07-21,0.0,0.0,0.0
1901-07-22,-0.3,3.0,0.33237084653183585
1901-07-23,0.0,10.4,0.3818492466549166
1901-07-24,0.0,2.0,0.15015542173853172
1901-07-25,0.0,15.0,0.8882311216709683
1901-07-26,0.0,14.2,0.6362073932717073
1901-07-27,-0.3,0.0,-0.05577621764512844
1901-07-28,0.0,8.5,1.2025293111983795
1901-07-29,-0.3,7.6,1.176209247380388
1901-07-30,0.0,5.4,0.38803319081277826
1901-07-31,0.0,28.0,3.299854800095991
1901-08-01,0.0,0.0,0.0
1901-08-02,0.0,8.8,1.2852947640123635
1901-08-03,-0.3,2.7,0.36955260783557503
1901-08-04,0.0,0.2,0.010534701868033071
1901-08-05,-0.3,1.2,0.11003515811309661
1901-08-06,0.0,2.0,0.27084459404890276
1901-08-07,0.0,7.5,0.7000490972728703
1901-08-08,-0.3,4.0,0.31933409482758046
1901-08-09,0.0,24.3,1.6410051778217314
1901-08-10,0.0,5.0,0.396779687174837
1901-08-11,0.0,6.0,0.2909488021955613
1901-08-12,0.0,0.3,0.0266021195350658
1901-08-13,-0.3,25.0,3.053194101374425
1901-08-14,0.0,0.0,0.0
1901-08-15,0.0,0.0,0.0
1901-08-16,0.0,31.7,4.93648292026607
1901-08-17,-0.3,20.0,1.5181650688789052
